2018-07-28 10:51:59 关键索引：Request  内容：参数：register
2018-07-28 11:50:05 关键索引：Request  内容：参数：[]
2018-07-28 11:50:17 关键索引：Request  内容：参数：info
2018-07-28 11:50:17 关键索引：Request  内容：参数：{}
2018-07-28 11:50:17 关键索引：Request  内容：参数：[]
2018-07-28 11:50:17 关键索引：Request  内容：参数：getinvitation
2018-07-28 11:50:17 关键索引：Request  内容：参数：{}
2018-07-28 11:50:17 关键索引：Request  内容：参数：[]
2018-07-28 11:50:17 关键索引：Request  内容：参数：getusercenterstar
2018-07-28 11:50:17 关键索引：Request  内容：参数：{}
2018-07-28 11:50:17 关键索引：Request  内容：参数：[]
2018-07-28 11:50:20 关键索引：Request  内容：参数：getmytask
2018-07-28 11:50:20 关键索引：Request  内容：参数：{"pagesize":15,"type":1,"pageindex":1}
2018-07-28 11:50:20 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"},"type":{"name":"type","type":"int","default":1,"desc":"1 \u662f\u5b8c\u6210\u7684\u4efb\u52a1 2 \u662f\u8fdb\u884c\u4e2d\u7684\u4efb\u52a1"}}
2018-07-28 11:50:20 关键索引：Request  内容：参数：1
2018-07-28 11:50:20 关键索引：Request  内容：参数：15
2018-07-28 11:50:20 关键索引：Request  内容：参数：1
2018-07-28 11:50:21 关键索引：Request  内容：参数：info
2018-07-28 11:50:21 关键索引：Request  内容：参数：{}
2018-07-28 11:50:21 关键索引：Request  内容：参数：[]
2018-07-28 11:50:21 关键索引：Request  内容：参数：getinvitation
2018-07-28 11:50:21 关键索引：Request  内容：参数：{}
2018-07-28 11:50:21 关键索引：Request  内容：参数：[]
2018-07-28 11:50:21 关键索引：Request  内容：参数：getusercenterstar
2018-07-28 11:50:21 关键索引：Request  内容：参数：{}
2018-07-28 11:50:21 关键索引：Request  内容：参数：[]
2018-07-28 11:50:23 关键索引：Request  内容：参数：getstarmodulelist
2018-07-28 11:50:23 关键索引：Request  内容：参数：{}
2018-07-28 11:50:23 关键索引：Request  内容：参数：[]
2018-07-28 11:50:25 关键索引：Request  内容：参数：info
2018-07-28 11:50:25 关键索引：Request  内容：参数：{}
2018-07-28 11:50:25 关键索引：Request  内容：参数：[]
2018-07-28 11:50:25 关键索引：Request  内容：参数：getinvitation
2018-07-28 11:50:25 关键索引：Request  内容：参数：{}
2018-07-28 11:50:25 关键索引：Request  内容：参数：[]
2018-07-28 11:50:26 关键索引：Request  内容：参数：getusercenterstar
2018-07-28 11:50:26 关键索引：Request  内容：参数：{}
2018-07-28 11:50:26 关键索引：Request  内容：参数：[]
2018-07-28 11:50:28 关键索引：Request  内容：参数：info
2018-07-28 11:50:28 关键索引：Request  内容：参数：{}
2018-07-28 11:50:28 关键索引：Request  内容：参数：[]
2018-07-28 11:50:28 关键索引：Request  内容：参数：getinvitation
2018-07-28 11:50:28 关键索引：Request  内容：参数：{}
2018-07-28 11:50:28 关键索引：Request  内容：参数：[]
2018-07-28 11:50:28 关键索引：Request  内容：参数：getusercenterstar
2018-07-28 11:50:28 关键索引：Request  内容：参数：{}
2018-07-28 11:50:28 关键索引：Request  内容：参数：[]
2018-07-28 11:50:30 关键索引：Request  内容：参数：getinvitation
2018-07-28 11:50:30 关键索引：Request  内容：参数：{}
2018-07-28 11:50:30 关键索引：Request  内容：参数：[]
2018-07-28 11:50:30 关键索引：Request  内容：参数：getusercenterstar
2018-07-28 11:50:30 关键索引：Request  内容：参数：{}
2018-07-28 11:50:30 关键索引：Request  内容：参数：[]
2018-07-28 11:50:30 关键索引：Request  内容：参数：info
2018-07-28 11:50:30 关键索引：Request  内容：参数：{}
2018-07-28 11:50:30 关键索引：Request  内容：参数：[]
2018-07-28 11:50:32 关键索引：Request  内容：参数：info
2018-07-28 11:50:32 关键索引：Request  内容：参数：{}
2018-07-28 11:50:32 关键索引：Request  内容：参数：[]
2018-07-28 11:50:32 关键索引：Request  内容：参数：getwithdaylist
2018-07-28 11:50:32 关键索引：Request  内容：参数：{"days":30,"endTime":"1532749832005"}
2018-07-28 11:50:32 关键索引：Request  内容：参数：{"days":{"name":"days","require":true,"type":"int","desc":"\u7b2c\u51e0\u5929"},"endTime":{"name":"endTime","require":true,"type":"string","desc":"\u7ed3\u675f\u65f6\u95f4\uff0c\u610f\u601d\u5c31\u662f \u4ece\u7ed3\u675f\u65f6\u95f4\u5f00\u59cb \u8fd4\u56de\u4e4b\u524d\u51e0\u5929\u7684\u6570\u636e"}}
2018-07-28 11:50:32 关键索引：Request  内容：参数：30
2018-07-28 11:50:32 关键索引：Request  内容：参数："1532749832005"
2018-07-28 11:50:32 关键索引：Request  内容：参数：records
2018-07-28 11:50:32 关键索引：Request  内容：参数：{"pagesize":15,"pageindex":1}
2018-07-28 11:50:32 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"}}
2018-07-28 11:50:32 关键索引：Request  内容：参数：1
2018-07-28 11:50:32 关键索引：Request  内容：参数：15
2018-07-28 11:50:34 关键索引：Request  内容：参数：records
2018-07-28 11:50:34 关键索引：Request  内容：参数：{"pagesize":15,"pageindex":2}
2018-07-28 11:50:34 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"}}
2018-07-28 11:50:34 关键索引：Request  内容：参数：2
2018-07-28 11:50:34 关键索引：Request  内容：参数：15
2018-07-28 11:50:34 关键索引：Request  内容：参数：info
2018-07-28 11:50:34 关键索引：Request  内容：参数：{}
2018-07-28 11:50:34 关键索引：Request  内容：参数：[]
2018-07-28 11:50:37 关键索引：Request  内容：参数：info
2018-07-28 11:50:37 关键索引：Request  内容：参数：{}
2018-07-28 11:50:37 关键索引：Request  内容：参数：[]
2018-07-28 11:50:38 关键索引：Request  内容：参数：useraccepttask
2018-07-28 11:50:38 关键索引：Request  内容：参数：{"orderNO":4,"tl_id":"5"}
2018-07-28 11:50:38 关键索引：Request  内容：参数：{"orderNO":{"name":"orderNO","type":"int","require":true,"desc":"\u4efb\u52a1\u7684\u552f\u4e00\u6807\u8bc6"},"tl_id":{"name":"tl_id","type":"int","require":true,"desc":"\u5730\u5740\u7684ID"}}
2018-07-28 11:50:38 关键索引：Request  内容：参数：4
2018-07-28 11:50:38 关键索引：Request  内容：参数：5
2018-07-28 11:50:38 关键索引：Request  内容：参数：info
2018-07-28 11:50:38 关键索引：Request  内容：参数：{}
2018-07-28 11:50:38 关键索引：Request  内容：参数：[]
2018-07-28 11:50:38 关键索引：Request  内容：参数：gettask
2018-07-28 11:50:38 关键索引：Request  内容：参数：{"mi":2000,"lng":113.96057401912,"lat":22.535403234233,"cityCode":340,"pageindex":1,"pagesize":15}
2018-07-28 11:50:38 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"},"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"},"mi":{"name":"mi","require":true,"type":"string","default":0,"desc":"\u8ddd\u79bb\u5355\u4f4d\u7c73"},"cityCode":{"name":"cityCode","require":true,"type":"int","default":340,"desc":"\u57ce\u5e02\u4ee3\u7801"}}
2018-07-28 11:50:38 关键索引：Request  内容：参数：1
2018-07-28 11:50:38 关键索引：Request  内容：参数：15
2018-07-28 11:50:38 关键索引：Request  内容：参数："22.535403234233"
2018-07-28 11:50:38 关键索引：Request  内容：参数："113.96057401912"
2018-07-28 11:50:38 关键索引：Request  内容：参数："2000"
2018-07-28 11:50:38 关键索引：Request  内容：参数：340
2018-07-28 11:50:39 关键索引：Request  内容：参数：getmytask
2018-07-28 11:50:39 关键索引：Request  内容：参数：{"pagesize":50,"type":2,"pageindex":1}
2018-07-28 11:50:39 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"},"type":{"name":"type","type":"int","default":1,"desc":"1 \u662f\u5b8c\u6210\u7684\u4efb\u52a1 2 \u662f\u8fdb\u884c\u4e2d\u7684\u4efb\u52a1"}}
2018-07-28 11:50:39 关键索引：Request  内容：参数：1
2018-07-28 11:50:39 关键索引：Request  内容：参数：50
2018-07-28 11:50:39 关键索引：Request  内容：参数：2
2018-07-28 11:50:39 关键索引：Request  内容：参数：info
2018-07-28 11:50:39 关键索引：Request  内容：参数：{}
2018-07-28 11:50:39 关键索引：Request  内容：参数：[]
2018-07-28 11:50:39 关键索引：Request  内容：参数：getremindad
2018-07-28 11:50:39 关键索引：Request  内容：参数：{"lat":22.535403234233,"lng":113.96057401912}
2018-07-28 11:50:39 关键索引：Request  内容：参数：{"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"}}
2018-07-28 11:50:39 关键索引：Request  内容：参数："22.535403234233"
2018-07-28 11:50:39 关键索引：Request  内容：参数："113.96057401912"
2018-07-28 11:50:39 关键索引：Request  内容：参数：info
2018-07-28 11:50:39 关键索引：Request  内容：参数：{}
2018-07-28 11:50:39 关键索引：Request  内容：参数：[]
2018-07-28 11:50:39 关键索引：Request  内容：参数：uncollection
2018-07-28 11:50:39 关键索引：Request  内容：参数：{"cityCode":340}
2018-07-28 11:50:39 关键索引：Request  内容：参数：{"cityCode":{"name":"cityCode","type":"int","default":340,"desc":"\u57ce\u5e02\u7684\u4ee3\u53f7"}}
2018-07-28 11:50:39 关键索引：Request  内容：参数：340
2018-07-28 11:50:48 关键索引：Request  内容：参数：clickad
2018-07-28 11:50:48 关键索引：Request  内容：参数：{"starPoint":"4.1800","advertId":"8"}
2018-07-28 11:50:48 关键索引：Request  内容：参数：{"advertId":{"name":"advertId","type":"int","default":1,"desc":"\u5e7f\u544aID"},"starPoint":{"name":"starPoint","type":"float","default":1,"desc":"\u661f\u70b9\u6570"},"adStarPointType":{"name":"adStarPointType","type":"int","default":0,"desc":"\u6536\u53d6\u7684\u661f\u661f\u7c7b\u578b,\u6d4f\u89c8\u4e3a0 1\u4e3a\u70b9\u51fb"}}
2018-07-28 11:50:48 关键索引：Request  内容：参数：8
2018-07-28 11:50:48 关键索引：Request  内容：参数：4.18
2018-07-28 11:50:48 关键索引：Request  内容：参数：0
2018-07-28 11:50:50 关键索引：Request  内容：参数：info
2018-07-28 11:50:50 关键索引：Request  内容：参数：{}
2018-07-28 11:50:50 关键索引：Request  内容：参数：[]
2018-07-28 11:50:51 关键索引：Request  内容：参数：getremindad
2018-07-28 11:50:51 关键索引：Request  内容：参数：{"lat":22.535403234233,"lng":113.96057401912}
2018-07-28 11:50:51 关键索引：Request  内容：参数：{"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"}}
2018-07-28 11:50:51 关键索引：Request  内容：参数："22.535403234233"
2018-07-28 11:50:51 关键索引：Request  内容：参数："113.96057401912"
2018-07-28 11:50:51 关键索引：Request  内容：参数：info
2018-07-28 11:50:51 关键索引：Request  内容：参数：{}
2018-07-28 11:50:51 关键索引：Request  内容：参数：[]
2018-07-28 11:50:53 关键索引：Request  内容：参数：info
2018-07-28 11:50:53 关键索引：Request  内容：参数：{}
2018-07-28 11:50:53 关键索引：Request  内容：参数：[]
2018-07-28 11:50:54 关键索引：Request  内容：参数：info
2018-07-28 11:50:54 关键索引：Request  内容：参数：{}
2018-07-28 11:50:54 关键索引：Request  内容：参数：[]
2018-07-28 11:50:54 关键索引：Request  内容：参数：getinvitation
2018-07-28 11:50:54 关键索引：Request  内容：参数：{}
2018-07-28 11:50:54 关键索引：Request  内容：参数：[]
2018-07-28 11:50:54 关键索引：Request  内容：参数：getusercenterstar
2018-07-28 11:50:54 关键索引：Request  内容：参数：{}
2018-07-28 11:50:54 关键索引：Request  内容：参数：[]
2018-07-28 11:51:05 关键索引：Request  内容：参数：info
2018-07-28 11:51:05 关键索引：Request  内容：参数：{}
2018-07-28 11:51:05 关键索引：Request  内容：参数：[]
2018-07-28 11:51:05 关键索引：Request  内容：参数：getremindad
2018-07-28 11:51:05 关键索引：Request  内容：参数：{"lat":22.535403234233,"lng":113.96057401912}
2018-07-28 11:51:05 关键索引：Request  内容：参数：{"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"}}
2018-07-28 11:51:05 关键索引：Request  内容：参数："22.535403234233"
2018-07-28 11:51:05 关键索引：Request  内容：参数："113.96057401912"
2018-07-28 11:51:05 关键索引：Request  内容：参数：info
2018-07-28 11:51:05 关键索引：Request  内容：参数：{}
2018-07-28 11:51:05 关键索引：Request  内容：参数：[]
2018-07-28 12:02:37 关键索引：Request  内容：参数：info
2018-07-28 12:02:37 关键索引：Request  内容：参数：{}
2018-07-28 12:02:37 关键索引：Request  内容：参数：[]
2018-07-28 12:02:37 关键索引：Request  内容：参数：gettask
2018-07-28 12:02:37 关键索引：Request  内容：参数：{"mi":2000,"lng":113.96057401912,"lat":22.535403234233,"cityCode":340,"pageindex":1,"pagesize":15}
2018-07-28 12:02:37 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"},"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"},"mi":{"name":"mi","require":true,"type":"string","default":0,"desc":"\u8ddd\u79bb\u5355\u4f4d\u7c73"},"cityCode":{"name":"cityCode","require":true,"type":"int","default":340,"desc":"\u57ce\u5e02\u4ee3\u7801"}}
2018-07-28 12:02:37 关键索引：Request  内容：参数：1
2018-07-28 12:02:37 关键索引：Request  内容：参数：15
2018-07-28 12:02:37 关键索引：Request  内容：参数："22.535403234233"
2018-07-28 12:02:37 关键索引：Request  内容：参数："113.96057401912"
2018-07-28 12:02:37 关键索引：Request  内容：参数："2000"
2018-07-28 12:02:37 关键索引：Request  内容：参数：340
2018-07-28 12:02:37 关键索引：Request  内容：参数：info
2018-07-28 12:02:37 关键索引：Request  内容：参数：{}
2018-07-28 12:02:37 关键索引：Request  内容：参数：[]
2018-07-28 12:02:37 关键索引：Request  内容：参数：getinvitation
2018-07-28 12:02:37 关键索引：Request  内容：参数：{}
2018-07-28 12:02:37 关键索引：Request  内容：参数：[]
2018-07-28 12:02:37 关键索引：Request  内容：参数：getusercenterstar
2018-07-28 12:02:37 关键索引：Request  内容：参数：{}
2018-07-28 12:02:37 关键索引：Request  内容：参数：[]
2018-07-28 12:03:02 关键索引：Request  内容：参数：loginout
2018-07-28 12:03:02 关键索引：Request  内容：参数：{}
2018-07-28 12:03:02 关键索引：Request  内容：参数：[]
2018-07-28 12:03:06 关键索引：Request  内容：参数：ranking
2018-07-28 12:03:06 关键索引：Request  内容：参数：{}
2018-07-28 12:03:06 关键索引：Request  内容：参数：[]
2018-07-28 14:08:14 关键索引：Request  内容：参数：appstopstar
2018-07-28 14:08:14 关键索引：Request  内容：参数：{"type":"1","mobile":"15768118003"}
2018-07-28 14:08:14 关键索引：Request  内容：参数：{"mobile":{"name":"mobile","desc":"\u624b\u673a\u53f7\u7801","default":""},"type":{"name":"type","desc":"1\u5f00\u673a 0 \u5173\u673a","default":""}}
2018-07-28 14:08:14 关键索引：Request  内容：参数："15768118003"
2018-07-28 14:08:14 关键索引：Request  内容：参数："1"
2018-07-28 14:08:15 关键索引：Request  内容：参数：suspensionframe
2018-07-28 14:08:15 关键索引：Request  内容：参数：{}
2018-07-28 14:08:15 关键索引：Request  内容：参数：[]
2018-07-28 14:08:15 关键索引：Request  内容：参数：versioninfo
2018-07-28 14:08:15 关键索引：Request  内容：参数：{}
2018-07-28 14:08:15 关键索引：Request  内容：参数：[]
2018-07-28 14:08:15 关键索引：Request  内容：参数：commonurl
2018-07-28 14:08:15 关键索引：Request  内容：参数：{}
2018-07-28 14:08:15 关键索引：Request  内容：参数：[]
2018-07-28 14:08:15 关键索引：Request  内容：参数：getlocationstar
2018-07-28 14:08:15 关键索引：Request  内容：参数：{"code":340,"lng":113.96057023083,"lat":22.535377147079,"m":191}
2018-07-28 14:08:15 关键索引：Request  内容：参数：{"code":{"name":"code","type":"string","require":true,"desc":"\u57ce\u5e02\u4ee3\u7801"},"lat":{"name":"lat","type":"string","require":true,"desc":"\u7eac\u5ea6"},"lng":{"name":"lng","type":"string","require":true,"desc":"\u5e7f\u544a\u7684\u7ecf\u5ea6"},"m":{"name":"m","type":"int","require":true,"desc":"\u8ddd\u79bb\u7c73"}}
2018-07-28 14:08:15 关键索引：Request  内容：参数："340"
2018-07-28 14:08:15 关键索引：Request  内容：参数："22.535377147079"
2018-07-28 14:08:15 关键索引：Request  内容：参数："113.96057023083"
2018-07-28 14:08:15 关键索引：Request  内容：参数：191
2018-07-28 14:08:35 关键索引：Request  内容：参数：login
2018-07-28 14:08:35 关键索引：Request  内容：参数：{"phone":"15768118003","password":"luo6818565"}
2018-07-28 14:08:35 关键索引：Request  内容：参数：{"phone":{"name":"phone","require":true,"type":"phone","desc":"\u7528\u6237\u624b\u673a\u53f7\u7801"},"password":{"name":"password","require":true,"desc":"\u7528\u6237\u767b\u5f55\u5bc6\u7801"}}
2018-07-28 14:08:35 关键索引：Request  内容：参数："15768118003"
2018-07-28 14:08:35 关键索引：Request  内容：参数："luo6818565"
2018-07-28 14:08:47 关键索引：Request  内容：参数：login
2018-07-28 14:08:47 关键索引：Request  内容：参数：{"phone":"15768118003","password":"100msh"}
2018-07-28 14:08:47 关键索引：Request  内容：参数：{"phone":{"name":"phone","require":true,"type":"phone","desc":"\u7528\u6237\u624b\u673a\u53f7\u7801"},"password":{"name":"password","require":true,"desc":"\u7528\u6237\u767b\u5f55\u5bc6\u7801"}}
2018-07-28 14:08:47 关键索引：Request  内容：参数："15768118003"
2018-07-28 14:08:47 关键索引：Request  内容：参数："100msh"
2018-07-28 14:08:47 关键索引：Request  内容：参数：info
2018-07-28 14:08:47 关键索引：Request  内容：参数：{}
2018-07-28 14:08:47 关键索引：Request  内容：参数：[]
2018-07-28 14:08:47 关键索引：Request  内容：参数：getlocationstar
2018-07-28 14:08:47 关键索引：Request  内容：参数：{"code":340,"lng":113.96056292401,"lat":22.535375974121,"m":191}
2018-07-28 14:08:47 关键索引：Request  内容：参数：{"code":{"name":"code","type":"string","require":true,"desc":"\u57ce\u5e02\u4ee3\u7801"},"lat":{"name":"lat","type":"string","require":true,"desc":"\u7eac\u5ea6"},"lng":{"name":"lng","type":"string","require":true,"desc":"\u5e7f\u544a\u7684\u7ecf\u5ea6"},"m":{"name":"m","type":"int","require":true,"desc":"\u8ddd\u79bb\u7c73"}}
2018-07-28 14:08:47 关键索引：Request  内容：参数："340"
2018-07-28 14:08:47 关键索引：Request  内容：参数："22.535375974121"
2018-07-28 14:08:47 关键索引：Request  内容：参数："113.96056292401"
2018-07-28 14:08:47 关键索引：Request  内容：参数：191
2018-07-28 14:08:47 关键索引：Request  内容：参数：info
2018-07-28 14:08:47 关键索引：Request  内容：参数：{}
2018-07-28 14:08:47 关键索引：Request  内容：参数：[]
2018-07-28 14:08:47 关键索引：Request  内容：参数：info
2018-07-28 14:08:47 关键索引：Request  内容：参数：{}
2018-07-28 14:08:47 关键索引：Request  内容：参数：[]
2018-07-28 14:08:47 关键索引：Request  内容：参数：gettask
2018-07-28 14:08:47 关键索引：Request  内容：参数：{"mi":2000,"lng":113.96056292401,"lat":22.535375974121,"cityCode":340,"pageindex":1,"pagesize":15}
2018-07-28 14:08:47 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"},"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"},"mi":{"name":"mi","require":true,"type":"string","default":0,"desc":"\u8ddd\u79bb\u5355\u4f4d\u7c73"},"cityCode":{"name":"cityCode","require":true,"type":"int","default":340,"desc":"\u57ce\u5e02\u4ee3\u7801"}}
2018-07-28 14:08:47 关键索引：Request  内容：参数：1
2018-07-28 14:08:47 关键索引：Request  内容：参数：15
2018-07-28 14:08:47 关键索引：Request  内容：参数："22.535375974121"
2018-07-28 14:08:47 关键索引：Request  内容：参数："113.96056292401"
2018-07-28 14:08:47 关键索引：Request  内容：参数："2000"
2018-07-28 14:08:47 关键索引：Request  内容：参数：340
2018-07-28 14:08:47 关键索引：Request  内容：参数：getmytask
2018-07-28 14:08:47 关键索引：Request  内容：参数：{"pagesize":50,"type":2,"pageindex":1}
2018-07-28 14:08:47 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"},"type":{"name":"type","type":"int","default":1,"desc":"1 \u662f\u5b8c\u6210\u7684\u4efb\u52a1 2 \u662f\u8fdb\u884c\u4e2d\u7684\u4efb\u52a1"}}
2018-07-28 14:08:47 关键索引：Request  内容：参数：1
2018-07-28 14:08:47 关键索引：Request  内容：参数：50
2018-07-28 14:08:47 关键索引：Request  内容：参数：2
2018-07-28 14:08:47 关键索引：Request  内容：参数：uncollection
2018-07-28 14:08:47 关键索引：Request  内容：参数：{"cityCode":340}
2018-07-28 14:08:47 关键索引：Request  内容：参数：{"cityCode":{"name":"cityCode","type":"int","default":340,"desc":"\u57ce\u5e02\u7684\u4ee3\u53f7"}}
2018-07-28 14:08:47 关键索引：Request  内容：参数：340
2018-07-28 14:08:49 关键索引：Request  内容：参数：info
2018-07-28 14:08:49 关键索引：Request  内容：参数：{}
2018-07-28 14:08:49 关键索引：Request  内容：参数：[]
2018-07-28 14:08:49 关键索引：Request  内容：参数：getwithdaylist
2018-07-28 14:08:49 关键索引：Request  内容：参数：{"days":30,"endTime":"1532758129494"}
2018-07-28 14:08:49 关键索引：Request  内容：参数：{"days":{"name":"days","require":true,"type":"int","desc":"\u7b2c\u51e0\u5929"},"endTime":{"name":"endTime","require":true,"type":"string","desc":"\u7ed3\u675f\u65f6\u95f4\uff0c\u610f\u601d\u5c31\u662f \u4ece\u7ed3\u675f\u65f6\u95f4\u5f00\u59cb \u8fd4\u56de\u4e4b\u524d\u51e0\u5929\u7684\u6570\u636e"}}
2018-07-28 14:08:49 关键索引：Request  内容：参数：30
2018-07-28 14:08:49 关键索引：Request  内容：参数："1532758129494"
2018-07-28 14:08:49 关键索引：Request  内容：参数：records
2018-07-28 14:08:49 关键索引：Request  内容：参数：{"pagesize":15,"pageindex":1}
2018-07-28 14:08:49 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"}}
2018-07-28 14:08:49 关键索引：Request  内容：参数：1
2018-07-28 14:08:49 关键索引：Request  内容：参数：15
2018-07-28 14:08:50 关键索引：Request  内容：参数：info
2018-07-28 14:08:50 关键索引：Request  内容：参数：{}
2018-07-28 14:08:50 关键索引：Request  内容：参数：[]
2018-07-28 14:08:51 关键索引：Request  内容：参数：getremindad
2018-07-28 14:08:51 关键索引：Request  内容：参数：{"lat":22.535375974121,"lng":113.96056292401}
2018-07-28 14:08:51 关键索引：Request  内容：参数：{"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"}}
2018-07-28 14:08:51 关键索引：Request  内容：参数："22.535375974121"
2018-07-28 14:08:51 关键索引：Request  内容：参数："113.96056292401"
2018-07-28 14:08:51 关键索引：Request  内容：参数：info
2018-07-28 14:08:51 关键索引：Request  内容：参数：{}
2018-07-28 14:08:51 关键索引：Request  内容：参数：[]
2018-07-28 14:08:53 关键索引：Request  内容：参数：ranking
2018-07-28 14:08:53 关键索引：Request  内容：参数：{}
2018-07-28 14:08:53 关键索引：Request  内容：参数：[]
2018-07-28 14:08:54 关键索引：Request  内容：参数：info
2018-07-28 14:08:54 关键索引：Request  内容：参数：{}
2018-07-28 14:08:54 关键索引：Request  内容：参数：[]
2018-07-28 14:08:54 关键索引：Request  内容：参数：getremindad
2018-07-28 14:08:54 关键索引：Request  内容：参数：{"lat":22.535375974121,"lng":113.96056292401}
2018-07-28 14:08:54 关键索引：Request  内容：参数：{"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"}}
2018-07-28 14:08:54 关键索引：Request  内容：参数："22.535375974121"
2018-07-28 14:08:54 关键索引：Request  内容：参数："113.96056292401"
2018-07-28 14:08:54 关键索引：Request  内容：参数：info
2018-07-28 14:08:54 关键索引：Request  内容：参数：{}
2018-07-28 14:08:54 关键索引：Request  内容：参数：[]
2018-07-28 14:08:59 关键索引：Request  内容：参数：info
2018-07-28 14:08:59 关键索引：Request  内容：参数：{}
2018-07-28 14:08:59 关键索引：Request  内容：参数：[]
2018-07-28 14:09:02 关键索引：Request  内容：参数：info
2018-07-28 14:09:02 关键索引：Request  内容：参数：{}
2018-07-28 14:09:02 关键索引：Request  内容：参数：[]
2018-07-28 14:09:02 关键索引：Request  内容：参数：records
2018-07-28 14:09:02 关键索引：Request  内容：参数：{"pagesize":15,"pageindex":1}
2018-07-28 14:09:02 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"}}
2018-07-28 14:09:02 关键索引：Request  内容：参数：1
2018-07-28 14:09:02 关键索引：Request  内容：参数：15
2018-07-28 14:09:02 关键索引：Request  内容：参数：getwithdaylist
2018-07-28 14:09:02 关键索引：Request  内容：参数：{"days":30,"endTime":"1532758142728"}
